id,q_module,question,sql_tables,sql_modules,MISALIGNED,RULE_HIGH_N,RULE_HIGH,RULE_MED_N,RULE_MED,SELF_REFUSAL,DEGENERATE,WEEKEND_DATE,RISKY_LITERAL,sql_text
379,students/general,which class has most improvement this term,"BranchMaster,ClassMaster,StudentMarkDetails,StudentMarkMaster,UserAccountMaster,UserAccountRoleDetails","admin,exams,other:rbac,students",,0,,0,,,,,,"SELECT TOP 1 c.Name AS ClassName, CAST(AVG(smd.Marks) AS DECIMAL(5,2)) AS AvgMarks FROM StudentMarkDetails smd INNER JOIN StudentMarkMaster smm ON smd.HeaderID = smm.ID INNER JOIN ClassMaster c ON smm.ClassID = c.ID WHERE smd.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND smd.Deleted = 0 AND (smd.Others IS NULL OR smd.Others NOT IN ('NA', 'NT', 'OP')) AND smm.Deleted = 0 AND c.IsDeleted = 0 GROUP BY c.Name ORDER BY AvgMarks DESC"
378,exams,give me the marks of a particular student roll no 23 class 8,"BranchMaster,Branch_Academic_Details,ClassMaster,ProgressCardDataRetrieval,UserAccountMaster,UserAccountRoleDetails","admin,exams,other:rbac,students",,0,,0,,,,,,"SELECT pc.Marks, pc.MaxMarks, pc.AdmissionNo, pc.StudentName FROM ProgressCardDataRetrieval pc INNER JOIN ClassMaster cm ON pc.ClassID = cm.ID WHERE pc.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND pc.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0))) AND cm.Name IN ('Class 8', 'VIII') AND pc.AdmissionNo = '23'"
373,exams,subject wise topper list please,"BranchMaster,Branch_Academic_Details,ProgressCardDataRetrieval,UserAccountMaster,UserAccountRoleDetails","admin,exams,other:rbac",,0,,0,,,,,,"SELECT pc.SubjectName AS SubjectName, MAX(pc.Marks) AS HighestMarks FROM ProgressCardDataRetrieval pc WHERE pc.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND pc.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0))) AND (pc.IsDeleted = 0 OR pc.IsDeleted IS NULL) AND pc.SubjectTypeID = 1 GROUP BY pc.SubjectName ORDER BY HighestMarks DESC"
372,students/general,how many students in distinction category,"BranchMaster,StudentMarkDetails,StudentMarkMaster,UserAccountMaster,UserAccountRoleDetails","admin,exams,other:rbac",,0,,0,,,,,,SELECT COUNT(*) AS DistinctionCount FROM StudentMarkDetails smd INNER JOIN StudentMarkMaster smm ON smd.HeaderID = smm.ID WHERE smd.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND smd.Deleted = 0 AND smm.Deleted = 0 AND smd.Grade = 'D'
370,students/general,pass percentage boys vs girls class 10,"BranchMaster,Branch_Academic_Details,ClassMaster,ProgressCardDataRetrieval,Student_Master,UserAccountMaster,UserAccountRoleDetails","admin,exams,other:rbac,students",,0,,0,,,,,,"SELECT sm.Gender, CAST(SUM(CASE WHEN pc.Marks >= pc.MinMark AND (pc.Others IS NULL OR pc.Others <> 'AB') THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS DECIMAL(5,2)) AS PassPercentage FROM ProgressCardDataRetrieval pc INNER JOIN Student_Master sm ON pc.StudentID = sm.ID INNER JOIN ClassMaster cm ON pc.ClassID = cm.ID WHERE cm.Name IN ('Class 10', 'X') AND pc.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND pc.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0))) AND (pc.IsDeleted = 0 OR pc.IsDeleted IS NULL) GROUP BY sm.Gender"
369,exams,show me students who dropped in marks compared to last exam,"BranchMaster,StudentMarkDetails,StudentMarkMaster,Student_Master,UserAccountMaster,UserAccountRoleDetails","admin,exams,other:rbac,students",,0,,0,,,,,,"SELECT smd.StudentID, stm.AdmissionNo, ISNULL(stm.FirstName,'') + ' ' + ISNULL(stm.LastName,'') AS StudentName, COUNT(*) AS DecliningSubjects FROM StudentMarkDetails smd INNER JOIN StudentMarkMaster smm ON smd.HeaderID = smm.ID INNER JOIN Student_Master stm ON smd.StudentID = stm.ID WHERE smd.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND smd.Deleted = 0 AND smm.Deleted = 0 AND smd.Marks < (SELECT AVG(smd2.Marks) FROM StudentMarkDetails smd2 INNER JOIN StudentMarkMaster smm2 ON smd2.HeaderID = smm2.ID WHERE smd2.BranchID = smd.BranchID AND smd2.Deleted = 0 AND smm2.Deleted = 0 AND (smd2.Others IS NULL OR smd2.Others NOT IN ('NA', 'NT', 'OP')) AND smd.StudentID = smd2.StudentID) GROUP BY smd.StudentID, stm.AdmissionNo, stm.FirstName, stm.LastName HAVING COUNT(*) > 1 ORDER BY DecliningSubjects DESC"
368,exams,whos the topper of the whole school this term,"BranchMaster,StudentMarkDetails,StudentMarkMaster,Student_Master,UserAccountMaster,UserAccountRoleDetails","admin,exams,other:rbac,students",,0,,0,,,,,,"SELECT TOP 1 smd.StudentID, stm.AdmissionNo, ISNULL(stm.FirstName,'') + ' ' + ISNULL(stm.LastName,'') AS StudentName, SUM(smd.Marks) AS TotalMarks FROM StudentMarkDetails smd INNER JOIN StudentMarkMaster smm ON smd.HeaderID = smm.ID INNER JOIN Student_Master stm ON smd.StudentID = stm.ID WHERE smd.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND smd.Deleted = 0 AND (smd.Others IS NULL OR smd.Others NOT IN ('NA', 'NT', 'OP')) AND smm.Deleted = 0 GROUP BY smd.StudentID, stm.AdmissionNo, stm.FirstName, stm.LastName ORDER BY TotalMarks DESC"
367,hr,is salary done for june?,"BranchMaster,Branch_Academic_Details,GenerateSalary_Master,UserAccountMaster,UserAccountRoleDetails","admin,hr,other:rbac",,0,,0,,,,,,SELECT CASE WHEN EXISTS (SELECT 1 FROM GenerateSalary_Master gsm WHERE gsm.MonthID = 6 AND gsm.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0))) AND gsm.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND (gsm.IsDeleted = 0 OR gsm.IsDeleted IS NULL)) THEN 'Yes' ELSE 'No' END AS SalaryGenerated
366,exams,grade distribution for class 7 english,"BranchMaster,Branch_Academic_Details,ClassMaster,ProgressCardDataRetrieval,UserAccountMaster,UserAccountRoleDetails","admin,exams,other:rbac,students",,0,,0,,,,,,"SELECT pc.Grade, COUNT(*) AS StudentCount FROM ProgressCardDataRetrieval pc INNER JOIN ClassMaster cm ON pc.ClassID = cm.ID WHERE cm.Name IN ('Class 7', 'VII') AND pc.SubjectName = 'English' AND pc.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND pc.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0))) AND (pc.IsDeleted = 0 OR pc.IsDeleted IS NULL) GROUP BY pc.Grade ORDER BY pc.Grade"
364,exams,maths average this exam vs last exam improved or not,"BranchMaster,Branch_Academic_Details,ExamTypeMaster,ProgressCardDataRetrieval,UserAccountMaster,UserAccountRoleDetails","admin,exams,other:rbac",,0,,0,,,,,,"SELECT et.Name AS ExamType, CAST(AVG(pc.Marks) AS DECIMAL(5,2)) AS AvgMarks FROM ProgressCardDataRetrieval pc INNER JOIN ExamTypeMaster et ON pc.ExamTypeID = et.ID WHERE (pc.Others IS NULL OR pc.Others NOT IN ('NA', 'NT', 'OP')) AND pc.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND pc.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0))) AND pc.SubjectName = 'Maths' GROUP BY et.Name"
359,students/general,give me toppers list of every class,"BranchMaster,ClassMaster,StudentMarkDetails,StudentMarkMaster,Student_Master,UserAccountMaster,UserAccountRoleDetails","admin,exams,other:rbac,students",,0,,0,,,,,,"SELECT cm.Name AS ClassName, smd.StudentID, stm.AdmissionNo, ISNULL(stm.FirstName,'') + ' ' + ISNULL(stm.LastName,'') AS StudentName, SUM(smd.Marks) AS TotalMarks FROM StudentMarkDetails smd INNER JOIN StudentMarkMaster smm ON smd.HeaderID = smm.ID INNER JOIN ClassMaster cm ON smm.ClassID = cm.ID INNER JOIN Student_Master stm ON smd.StudentID = stm.ID WHERE smd.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND smd.Deleted = 0 AND (smd.Others IS NULL OR smd.Others NOT IN ('NA', 'NT', 'OP')) AND smm.Deleted = 0 AND cm.IsDeleted = 0 GROUP BY cm.Name, smd.StudentID, stm.AdmissionNo, stm.FirstName, stm.LastName ORDER BY cm.Name, TotalMarks DESC"
358,students/general,which subject has lowest average across school,"BranchMaster,Branch_Academic_Details,ProgressCardDataRetrieval,UserAccountMaster,UserAccountRoleDetails","admin,exams,other:rbac",,0,,0,,,,,,"SELECT TOP 1 pc.SubjectName AS SubjectName, CAST(AVG(pc.Marks) AS DECIMAL(5,2)) AS AvgMarks FROM ProgressCardDataRetrieval pc WHERE pc.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND pc.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0))) AND (pc.IsDeleted = 0 OR pc.IsDeleted IS NULL) AND (pc.Others IS NULL OR pc.Others NOT IN ('NA', 'NT', 'OP')) AND pc.SubjectTypeID = 1 GROUP BY pc.SubjectName ORDER BY AvgMarks ASC"
357,students/general,who are the bottom 10 students overall,"BranchMaster,StudentMarkDetails,StudentMarkMaster,Student_Master,UserAccountMaster,UserAccountRoleDetails","admin,exams,other:rbac,students",,0,,0,,,,,,"SELECT TOP 10 smd.StudentID, stm.AdmissionNo, ISNULL(stm.FirstName,'') + ' ' + ISNULL(stm.LastName,'') AS StudentName, SUM(smd.Marks) AS TotalMarks FROM StudentMarkDetails smd INNER JOIN StudentMarkMaster smm ON smd.HeaderID = smm.ID INNER JOIN Student_Master stm ON smd.StudentID = stm.ID WHERE smd.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND smd.Deleted = 0 AND (smd.Others IS NULL OR smd.Others NOT IN ('NA', 'NT', 'OP')) AND smm.Deleted = 0 GROUP BY smd.StudentID, stm.AdmissionNo, stm.FirstName, stm.LastName ORDER BY TotalMarks ASC"
356,exams,show me the class wise pass percentage last exam,"BranchMaster,ClassMaster,ExamConfigurationEvaluationDetails,StudentMarkDetails,StudentMarkMaster,UserAccountMaster,UserAccountRoleDetails","admin,exams,hr,other:rbac,students",,0,,0,,,,,,"SELECT c.Name AS ClassName, CAST(SUM(CASE WHEN smd.Marks >= eced.MinMark AND (smd.Others IS NULL OR smd.Others <> 'AB') THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS DECIMAL(5,2)) AS PassPercentage FROM StudentMarkDetails smd INNER JOIN ExamConfigurationEvaluationDetails eced ON smd.EvalHierID = eced.ID INNER JOIN StudentMarkMaster smm ON smd.HeaderID = smm.ID INNER JOIN ClassMaster c ON smm.ClassID = c.ID WHERE smd.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND smd.Deleted = 0 AND smm.Deleted = 0 GROUP BY c.Name ORDER BY PassPercentage DESC"
354,exams,average marks of class 9 in maths?,"BranchMaster,Branch_Academic_Details,ClassMaster,ProgressCardDataRetrieval,UserAccountMaster,UserAccountRoleDetails","admin,exams,other:rbac,students",,0,,0,,,,,,"SELECT CAST(AVG(pc.Marks) AS DECIMAL(5,2)) AS AvgMarks FROM ProgressCardDataRetrieval pc INNER JOIN ClassMaster cm ON pc.ClassID = cm.ID WHERE cm.Name IN ('Class 9', 'IX') AND pc.SubjectName = 'Maths' AND pc.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND pc.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0))) AND (pc.Others IS NULL OR pc.Others NOT IN ('NA', 'NT', 'OP'))"
353,exams,which student topped in class 10 last exam?,"BranchMaster,Branch_Academic_Details,ClassMaster,ProgressCardDataRetrieval,SectionMaster,UserAccountMaster,UserAccountRoleDetails","admin,exams,other:rbac,students",,0,,0,,,,,,"SELECT TOP 1 pc.StudentName AS StudentName, pc.Marks, pc.MaxMarks, pc.AdmissionNo, cm.Name AS ClassName, secm.Name AS SectionName FROM ProgressCardDataRetrieval pc INNER JOIN ClassMaster cm ON pc.ClassID = cm.ID JOIN SectionMaster secm ON pc.SectionID = secm.ID WHERE pc.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND pc.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0))) AND (pc.IsDeleted = 0 OR pc.IsDeleted IS NULL) AND cm.Name IN ('Class 10', 'X') ORDER BY pc.Marks DESC"
352,students/general,total amount collected through the school app this year,"BranchMaster,Branch_Academic_Details,CollectionMode_Master,FeesCollection,UserAccountMaster,UserAccountRoleDetails","admin,fees,other:rbac",,0,,0,,,,,,"SELECT ISNULL(SUM(fc.Receipt_Amt), 0) AS AppCollection FROM FeesCollection fc WHERE (fc.IsDeleted IS NULL OR fc.IsDeleted = 0) AND fc.ChequeStatus_ID NOT IN (3, 4) AND fc.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND fc.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0))) AND fc.Collection_Mode_ID IN (SELECT ID FROM CollectionMode_Master WHERE Name = 'School App')"
351,fees,show pending fees only for classes 1 to 5,"BranchMaster,Branch_Academic_Details,FeesInformationStudentDetail,UserAccountMaster,UserAccountRoleDetails","admin,fees,other:rbac",,0,,0,,,,,,"SELECT ClassName, SUM(Amount - ISNULL(Concession_Amt, 0) - ISNULL(Paid_Amt, 0) - ISNULL(Lien_Amount, 0)) AS Outstanding FROM FeesInformationStudentDetail WHERE IsIncludedInLumpSum <> 1 AND IsDonation = 0 AND ClassName IN ('Class 1', 'Class 2', 'Class 3', 'Class 4', 'Class 5') AND AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0))) AND BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) GROUP BY ClassName ORDER BY Outstanding DESC"
349,fees,collection efficiency percentage class wise please,"BranchMaster,Branch_Academic_Details,ClassMaster,FeesCollection,FeesCollection_Details,UserAccountMaster,UserAccountRoleDetails","admin,fees,other:rbac,students",,0,,0,,,,,,"SELECT cm.Name AS ClassName, ROUND(SUM(fc.Receipt_Amt) * 100.0 / NULLIF(SUM(fcd.Payable_Amt), 0), 2) AS CollectionEfficiency FROM FeesCollection_Details fcd INNER JOIN FeesCollection fc ON fcd.Fees_Collection_ID = fc.Id INNER JOIN ClassMaster cm ON fc.Class_ID = cm.ID WHERE (fc.IsDeleted IS NULL OR fc.IsDeleted = 0) AND fc.ChequeStatus_ID NOT IN (3, 4) AND fc.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0))) AND fc.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) GROUP BY cm.Name ORDER BY CollectionEfficiency DESC"
