audit_id,gen1_s,verdict1,n_hints,gen2_s,verdict2,final,unknown_tables_1,unknown_columns_1,unknown_tables_2,unknown_columns_2,sql2,question
510,15.8,FAIL,0,16.2,FAIL,FAIL_BOTH,,Student_Master.CityName,,Student_Master.CityName,"SELECT COUNT(DISTINCT sad.StudentID) AS OutstationStudents FROM StudentAcademicDetail sad JOIN Student_Master sm ON sad.StudentID = sm.ID WHERE (sad.IsTCIssued = 0 OR sad.IsTCIssued IS NULL) AND sad.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (@UserId)) AND sm.CityName NOT IN ('Mumbai', 'Thane')",how many students from outside city or hostel
508,24.5,PASS,0,,,PASS_FIRST,,,,,,give me list of students with single parent
505,19.1,FAIL,1,22.9,FAIL,FAIL_BOTH,,ClassMaster.TotalNoStudent,,ClassMaster.TotalNoStudent,"SELECT cm.Name AS ClassName, COUNT(DISTINCT sad.StudentID) AS Enrolled, cm.TotalNoStudent AS TotalCapacity FROM StudentAcademicDetail sad JOIN ClassMaster cm ON sad.ClassID = cm.ID WHERE (sad.IsTCIssued = 0 OR sad.IsTCIssued IS NULL) AND sad.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (@UserId)) GROUP BY cm.Name, cm.TotalNoStudent ORDER BY CASE WHEN cm.TotalNoStudent - COUNT(DISTINCT sad.StudentID) < 0 THEN 1 ELSE 0 END, cm.TotalNoStudent - COUNT(DISTINCT sad.StudentID)",which class is full and which has vacant seats
499,11.2,FAIL,0,,,REFUSED_DOMAIN,Stock_Master,UserAccountRoleDetails.Branch_Id,,,"SELECT TOP 10 sm.StockItemName, sm.ItemCode, sm.LastStockInDate FROM Stock_Master sm WHERE sm.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND sm.IsDeleted = 0 AND sm.LastStockInDate < DATEADD(MONTH, -6, GETDATE()) ORDER BY sm.LastStockInDate",stock that is not moving since long time
498,13.0,FAIL,0,,,REFUSED_DOMAIN,PurchaseOrderDetails; PurchaseOrderMaster; Vendor_Master,UserAccountRoleDetails.Branch_Id,,,"SELECT TOP 1 v.Name AS VendorName, COUNT(*) AS PurchaseCount FROM PurchaseOrderDetails pod INNER JOIN PurchaseOrderMaster pom ON pod.HeaderID = pom.ID INNER JOIN Vendor_Master v ON pom.Vendor_ID = v.Id WHERE pom.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND (pom.IsDeleted = 0 OR pom.IsDeleted IS NULL) GROUP BY v.Name ORDER BY PurchaseCount DESC",which vendor we buy most from
497,9.9,FAIL,0,,,REFUSED_DOMAIN,PurchaseOrderMaster; PurchaseOrderStatus,UserAccountRoleDetails.Branch_Id,,,SELECT COUNT(*) AS PendingApproval FROM PurchaseOrderMaster pom INNER JOIN PurchaseOrderStatus pos ON pom.OrderStatus_ID = pos.ID WHERE pos.Name = 'Pending Approval' AND pom.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND (pom.IsDeleted IS NULL OR pom.IsDeleted = 0),items pending for purchase approval
496,13.9,FAIL,1,20.3,FAIL,FAIL_BOTH,PurchaseEntry,UserAccountRoleDetails.Branch_Id,,LeaveEntryMaster.NetPay,"SELECT SUM(lem.NetPay) AS TotalSalary, COUNT(*) AS EmployeeCount FROM LeaveEntryMaster lem INNER JOIN Staff_Master sm ON lem.Staff_ID = sm.Staff_ID WHERE (lem.IsDeleted = 0 OR lem.IsDeleted IS NULL) AND lem.LeaveStatus_ID = 1 AND MONTH(lem.LeaveFromDate) = MONTH(GETDATE()) AND YEAR(lem.LeaveFromDate) = YEAR(GETDATE()) AND sm.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId)",what all we purchased this month for school
495,10.1,FAIL,0,,,REFUSED_DOMAIN,FurnitureMaster,UserAccountRoleDetails.Branch_Id,,,"SELECT cm.Name AS ClassName, COUNT(*) AS FurnitureCount FROM FurnitureMaster fm INNER JOIN ClassMaster cm ON fm.Class_ID = cm.ID WHERE fm.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND (fm.IsDeleted IS NULL OR fm.IsDeleted = 0) GROUP BY cm.Name ORDER BY cm.Name",furniture count classroom wise
493,11.2,FAIL,0,,,REFUSED_DOMAIN,BookIssueMaster; Book_Master; Branch_Master,UserAccountRoleDetails.Branch_Id,,,"SELECT b.Title, b.AuthorName, bm.Bill_Date FROM BookIssueMaster bim INNER JOIN Book_Master b ON bim.Book_ID = b.Id INNER JOIN Branch_Master bm ON bim.BranchID = bm.ID WHERE bim.ReturnDate IS NULL AND bim.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) ORDER BY bm.Bill_Date",books issued but not returned list
492,11.5,FAIL,0,,,REFUSED_DOMAIN,ComputerMaster,UserAccountRoleDetails.Branch_Id,,,"SELECT SUM(CASE WHEN cm.Working = 1 THEN 1 ELSE 0 END) AS Working, SUM(CASE WHEN cm.Working = 0 THEN 1 ELSE 0 END) AS NotWorking FROM ComputerMaster cm WHERE cm.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId AND IsDeleted = 0) AND cm.IsDeleted = 0",how many computers working vs not working
491,21.8,FAIL,0,,,REFUSED_DOMAIN,SportsEquipment_Master; SportsEventEntryDetail; SportsEventEntryMaster; SportsEventMaster,UserAccountRoleDetails.Branch_Id,,,"SELECT smm.Name AS EquipmentType, COUNT(*) AS TotalCount FROM SportsEventEntryDetail seet INNER JOIN SportsEventEntryMaster see ON seet.HeaderID = see.ID INNER JOIN SportsEventMaster sem ON see.Event_ID = sem.ID INNER JOIN SportsEquipment_Master smm ON seet.EquipmentID = smm.Id WHERE see.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND see.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId)) AND sem.Status_ID = 1 AND smm.IsDeleted = 0 GROUP BY smm.Name ORDER BY TotalCount DESC",sports equipment inventory show me
490,11.0,FAIL,1,15.1,FAIL,FAIL_BOTH,,InventoryItem_Master.Condition_Name; InventoryItem_Master.ExpiryDate; UserAccountRoleDetails.Branch_Id,,InventoryItem_Master.Condition_Name; InventoryItem_Master.ExpiryDate; InventoryItem_Master.IsExpired,"SELECT iim.ItemName, iim.ItemCode, iim.ExpiryDate, iim.Condition_Name FROM InventoryItem_Master iim WHERE (iim.IsExpired = 1 OR iim.Condition_Name LIKE '%Damaged%') AND iim.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId)",which items expired or damaged in store
487,11.5,FAIL,0,,,REFUSED_DOMAIN,UniformIssueMaster,,,,SELECT COUNT(*) AS TotalUniformsSold FROM UniformIssueMaster uim WHERE YEAR(uim.IssuedDate) = YEAR(GETDATE()) AND uim.BranchID IN (SELECT Branch_Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (<scoping>)) AND (uim.IsDeleted = 0 OR uim.IsDeleted IS NULL),how many uniforms sold this year
485,9.0,FAIL,1,13.9,FAIL,FAIL_BOTH,,InventoryItem_Master.ASC; UserAccountRoleDetails.Branch_Id,,InventoryItem_Master.ReorderLevel,"SELECT iim.ItemName, iim.ItemCode FROM InventoryItem_Master iim WHERE iim.StockInHand < iim.ReorderLevel AND iim.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId) AND (iim.IsDeleted IS NULL OR iim.IsDeleted = 0)",which items are low in stock need to order
484,8.8,FAIL,0,,,REFUSED_DOMAIN,LibraryBookMaster,UserAccountRoleDetails.Branch_Id,,,SELECT COUNT(*) AS BooksInStock FROM LibraryBookMaster lbm WHERE lbm.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND (lbm.IsDeleted = 0 OR lbm.IsDeleted IS NULL) AND lbm.StockAvailable > 0,how many books left in stock in library
483,12.6,FAIL,2,17.8,FAIL,FAIL_BOTH,BusMaster,UserAccountRoleDetails.Branch_Id,,VehicleMaster.PUC_Date,"SELECT vm.Vehicle_Number, vm.Registration_Number, vm.Insurance_Expiry_Date, vm.PUC_Date FROM VehicleMaster vm WHERE (vm.IsDeleted = 0 OR vm.IsDeleted IS NULL) AND vm.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId) ORDER BY CASE WHEN vm.Insurance_Expiry_Date < GETDATE() THEN 1 ELSE 2 END, vm.Insurance_Expiry_Date",vehicle documents insurance puc expiry status all buses
481,9.8,FAIL,2,27.6,FAIL,FAIL_BOTH,DriverFeedback,UserAccountRoleDetails.Branch_Id,DriverFeedback,BoardingPoint_Master.DriverID; FeedbackTicket.Route_ID,"SELECT TOP 10 rt.DriverName, COUNT(*) AS Complaints FROM FeedbackTicket ft INNER JOIN Route_Master rm ON ft.Route_ID = rm.ID INNER JOIN Route_MasterDetails rmd ON rm.ID = rmd.Route_ID INNER JOIN BoardingPoint_Master bpm ON rmd.BoardingPoint_ID = bpm.Id INNER JOIN DriverMaster dm ON bpm.DriverID = dm.ID INNER JOIN DriverFeedback rf ON dm.ID = rf.DriverID AND CAST(GETDATE() AS DATE) BETWEEN rf.FeedbackFromDate AND rf.FeedbackToDate INNER JOIN UserAccountRoleDetails uard ON ft.Created_By = uard.UserId WHERE (ft.IsDeleted = 0 OR ft.IsDeleted IS NULL) AND ft.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId) GROUP BY rt.DriverName ORDER BY COUNT(*) DESC",which driver has most complaints
478,11.4,PASS,0,,,PASS_FIRST,,,,,,students waiting for transport allocation
477,10.2,FAIL,2,23.5,PASS,PASS_RETRY,BusMaster,UserAccountRoleDetails.Branch_Id,,,"SELECT CASE WHEN bm.IsBusRequired = 1 THEN 'School Bus' ELSE 'Non-Bus' END AS VehicleType, vm.Vehicle_Number, vm.Registration_Number, vm.Make, vm.Model, vm.Seating_Capacity FROM VehicleMaster vm INNER JOIN Branch_Academic_Details b ON vm.AcademicYearID = b.Id WHERE (vm.IsDeleted = 0 OR vm.IsDeleted IS NULL) AND b.Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserId = @UserId) ORDER BY CASE WHEN bm.IsBusRequired = 1 THEN 'School Bus' ELSE 'Non-Bus' END, vm.Vehicle_Number",any bus due for servicing or fitness expiry
474,11.5,FAIL,2,21.0,FAIL,FAIL_BOTH,,FeesCollection_Details.Amount; FeesCollection_Details.Bill_Date,,FeesCollection_Details.TransportFeeName,"SELECT SUM(fcd.Fees_Amount) AS TotalBilled, SUM(fcd.Paid_Amt) AS TotalCollected FROM FeesCollection_Details fcd JOIN FeesCollection fc ON fcd.Fees_Collection_ID = fc.Id WHERE fcd.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND IsDeleted = 0) AND fcd.TransportFeeName IS NOT NULL AND MONTH(fc.Bill_Date) = MONTH(GETDATE()) AND YEAR(fc.Bill_Date) = YEAR(GETDATE())",fuel expense this month for transport
460,15.4,FAIL,2,16.2,FAIL,FAIL_BOTH,,EmployeeMaster.ContractExpiryDate,,Staff_Master.ContractEndDate; Staff_Master.DesignationID,"SELECT sm.Staff_FirstName + ' ' + sm.Staff_LastName AS StaffName, sm.Staff_ID FROM Staff_Master sm WHERE sm.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId) AND sm.DesignationID IS NOT NULL AND DATEDIFF(MONTH, GETDATE(), sm.ContractEndDate) <= 3 ORDER BY sm.ContractEndDate",staff whose contract expiring soon
457,7.9,FAIL,2,19.5,FAIL,FAIL_BOTH,,Staff_Master.Gender; UserAccountRoleDetails.Branch_Id,,Staff_Master.IsHold,"SELECT COUNT(CASE WHEN sm.Staff_Gender = 'Male' THEN 1 END) AS MaleStaff, COUNT(CASE WHEN sm.Staff_Gender = 'Female' THEN 1 END) AS FemaleStaff FROM Staff_Master sm INNER JOIN UserAccountRoleDetails uard ON sm.BranchID = uard.BranchID WHERE sm.StaffStatus_ID = 1 AND (sm.IsHold IS NULL OR sm.IsHold = 0) AND uard.UserID = @UserId",how many female vs male staff
452,10.3,FAIL,1,16.2,FAIL,FAIL_BOTH,,UserAccountRoleDetails.Branch_Id,StaffQualificationMaster,Staff_Master.ID,SELECT sm.Staff_FirstName + ' ' + sm.Staff_LastName AS TeacherName FROM Staff_Master sm WHERE (sm.IsDeleted = 0 OR sm.IsDeleted IS NULL) AND sm.StaffStatus_ID = 1 AND sm.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId) AND NOT EXISTS (SELECT 1 FROM StaffQualificationMaster sqm WHERE sqm.Staff_ID = sm.ID),teachers without any qualification updated in system
438,9.6,FAIL,1,15.2,FAIL,FAIL_BOTH,,StudentAttendance.InformParent; UserAccountRoleDetails.Branch_Id,,StudentAttendance.InformParent,SELECT COUNT(*) AS AbsentWithoutInforming FROM StudentAttendance sa WHERE CAST(sa.Attendance_Date AS DATE) = CAST(GETDATE() AS DATE) AND sa.Attendance_Status_ID = 2 AND (sa.InformParent IS NULL OR sa.InformParent = 0) AND sa.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId),how many students absent without informing today
432,21.3,FAIL,2,26.5,FAIL,FAIL_BOTH,,StudentAttendance.Attendance_Staff_ID; UserAccountRoleDetails.Branch_Id,,StudentAttendance.Attendance_Staff_ID,"SELECT sm.Staff_FirstName + ' ' + sm.Staff_LastName AS TeacherName, COUNT(*) AS DaysNotMarked FROM StudentAttendance sa INNER JOIN Staff_Master sm ON sa.Attendance_Staff_ID = sm.Staff_ID WHERE sa.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId) AND sa.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId)) AND sa.Attendance_Status_ID IS NULL GROUP BY sm.Staff_FirstName + ' ' + sm.Staff_LastName ORDER BY DaysNotMarked DESC",which teacher not marking attendance regularly
426,20.5,FAIL,3,27.0,FAIL,FAIL_BOTH,,StudentAttendance.InTime; UserAccountRoleDetails.Branch_Id,,StudentAttendance.InTime,"SELECT sm.AdmissionNo, ISNULL(sm.FirstName, '') + ' ' + ISNULL(sm.MiddleName, '') + ' ' + ISNULL(sm.LastName, '') AS StudentName, cm.Name AS ClassName, secm.Name AS SectionName FROM StudentAttendance sa JOIN Student_Master sm ON sa.Student_ID = sm.ID JOIN ClassMaster cm ON sa.Class_ID = cm.ID JOIN SectionMaster secm ON sa.Section_ID = secm.ID WHERE CAST(sa.Attendance_Date AS DATE) = CAST(GETDATE() AS DATE) AND sa.InTime > '09:00' AND sa.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId) ORDER BY sa.InTime DESC",students who came late today
412,31.2,FAIL,5,36.3,FAIL,FAIL_BOTH,,StudentMarkDetails.MarksDate; UserAccountRoleDetails.Branch_Id,,StudentMarkDetails.ExamTypeID; StudentMarkDetails.MarksDate; StudentMarkDetails.SubjectTypeID,"SELECT MONTH(smd.MarksDate) AS MonthNo, DATENAME(MONTH, smd.MarksDate) AS MonthName, CAST(AVG(smd.Marks) AS DECIMAL(5,2)) AS AvgMarks FROM StudentMarkDetails smd INNER JOIN ExamTypeMaster etm ON smd.ExamTypeID = etm.ID WHERE smd.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND IsDeleted = 0) AND smd.Deleted = 0 AND (smd.Others IS NULL OR smd.Others NOT IN ('NA', 'NT', 'OP')) AND smd.SubjectTypeID = 1 AND etm.IsDeleted = 0 GROUP BY MONTH(smd.MarksDate), DATENAME(MONTH, smd.MarksDate) ORDER BY MonthNo",average marks trend for class 8 whole year
410,17.3,FAIL,3,37.5,FAIL,FAIL_BOTH,Stream_Master,StudentMarkDetails.ClassName; StudentMarkMaster.StreamID,,StudentMarkDetails.Student_ID; Student_Master.AcademicYearID; Student_Master.ClassName; Student_Master.StreamName,"SELECT CASE WHEN sm.StreamName = 'Science' THEN 'Science' WHEN sm.StreamName = 'Commerce' THEN 'Commerce' WHEN sm.StreamName = 'Arts' THEN 'Arts' END AS Stream, CAST(AVG(smd.Marks) AS DECIMAL(5,2)) AS AvgMarks FROM StudentMarkDetails smd INNER JOIN StudentMarkMaster smm ON smd.HeaderID = smm.ID INNER JOIN Student_Master sm ON smd.Student_ID = sm.ID WHERE smd.Deleted = 0 AND (smd.Others IS NULL OR NOT smd.Others IN ('AB', 'NA', 'NT', 'OP')) AND sm.ClassName = 'Class 11' AND sm.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (@UserId)) GROUP BY CASE WHEN sm.StreamName = 'Science' THEN 'Science' WHEN sm.StreamName = 'Commerce' THEN 'Commerce' WHEN sm.StreamName = 'Arts' THEN 'Arts' END ORDER BY AvgMarks DESC",which stream science commerce arts best result class 11
408,22.6,FAIL,6,37.4,FAIL,FAIL_BOTH,,StudentMarkDetails.Subject_ID; UserAccountRoleDetails.Branch_Id,,StudentMarkMaster.SubjectID,"SELECT cm.Name AS ClassName, sub.Name AS SubjectName, smd.StudentID, stm.AdmissionNo, ISNULL(stm.FirstName,'') + ' ' + ISNULL(stm.LastName,'') AS StudentName, smd.Marks, RANK() OVER (PARTITION BY sub.Id ORDER BY smd.Marks DESC) AS Rn FROM StudentMarkDetails smd JOIN StudentMarkMaster smm ON smd.HeaderID = smm.ID JOIN Student_Master stm ON smd.StudentID = stm.ID JOIN ClassMaster cm ON smm.ClassID = cm.ID JOIN Subject_Master sub ON smm.SubjectID = sub.Id WHERE smd.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId) AND smd.Deleted = 0 AND (smd.Others IS NULL OR NOT smd.Others IN ('NA', 'NT', 'OP')) AND smm.Deleted = 0 AND cm.Name = 'Class 12' ORDER BY ClassName, SubjectName, Rn",top 3 students in each subject class 12
406,19.3,FAIL,4,24.3,PASS,PASS_RETRY,,UserAccountRoleDetails.Branch_Id,,,"SELECT CAST(AVG(smd.Marks) AS DECIMAL(5,2)) AS AvgMarks, MAX(smd.Marks) AS Highest, MIN(smd.Marks) AS Lowest FROM StudentMarkDetails smd INNER JOIN StudentMarkMaster smm ON smd.HeaderID = smm.ID WHERE smd.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND RoleID IN (1, 2)) AND smd.Deleted = 0 AND (smd.Others IS NULL OR NOT smd.Others IN ('NA', 'NT', 'OP')) AND smm.Deleted = 0",performance of RTE students in exams overall
404,21.1,FAIL,2,25.9,FAIL,FAIL_BOTH,,ProgressCardDataRetrieval.TeacherID; UserAccountRoleDetails.Branch_Id,,ProgressCardDataRetrieval.Student_ID; Student_Master.Staff_FirstName; Student_Master.Staff_LastName,"SELECT sm.Staff_FirstName + ' ' + sm.Staff_LastName AS TeacherName, COUNT(DISTINCT pc.Student_ID) AS StudentsPending FROM ProgressCardDataRetrieval pc INNER JOIN Student_Master sm ON pc.Student_ID = sm.ID WHERE (pc.Marks IS NULL OR pc.Marks = '') AND (pc.MaxMarks IS NULL OR pc.MaxMarks = '') AND (pc.Others IS NULL OR pc.Others NOT IN ('AB', 'NT')) AND pc.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId) AND pc.SubjectTypeID = 1 GROUP BY sm.Staff_FirstName, sm.Staff_LastName ORDER BY StudentsPending DESC",marks entry pending teacher wise show me
390,10.2,FAIL,2,17.0,FAIL,FAIL_BOTH,ExamProgressCardDataRetrieval,UserAccountRoleDetails.Branch_Id,,StudentMarkDetails.ExamTypeID,SELECT COUNT(*) AS UnEvaluatedPapers FROM StudentMarkDetails smd INNER JOIN ExamTypeMaster etm ON smd.ExamTypeID = etm.ID WHERE (smd.Marks IS NULL OR smd.Marks = '') AND smd.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId) AND smd.Deleted = 0 AND etm.IsDeleted = 0,how many exam papers still not evaluated
388,20.3,FAIL,5,27.2,PASS,PASS_RETRY,,ExamConfigurationEvaluationDetails.SubjectID; Subject_Master.SubjectTypeID; UserAccountRoleDetails.Branch_Id,,,"SELECT cm.Name AS Stream, CAST(AVG(smd.Marks) AS DECIMAL(5,2)) AS AvgMarks FROM StudentMarkDetails smd JOIN StudentMarkMaster smm ON smd.HeaderID = smm.ID JOIN ClassMaster cm ON smm.ClassID = cm.ID WHERE smd.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId) AND smd.Deleted = 0 AND (smd.Others IS NULL OR NOT smd.Others IN ('AB', 'NA', 'NT')) AND cm.Name IN ('Class 11 Commerce', 'Class 11 Science') GROUP BY cm.Name",class 11 commerce vs science average marks
382,51.5,FAIL,3,33.6,FAIL,FAIL_BOTH,,StudentMarkMaster.IsDeleted; StudentMarkMaster.Student_ID; UserAccountRoleDetails.Branch_Id,,StudentMarkMaster.IsDeleted,"SELECT cm.Name AS ClassName, secm.Name AS SectionName FROM ClassMaster cm CROSS JOIN SectionMaster secm WHERE (cm.IsDeleted = 0 OR cm.IsDeleted IS NULL) AND cm.ID IN (SELECT DISTINCT sad.ClassID FROM StudentAcademicDetail sad WHERE (sad.IsTCIssued = 0 OR sad.IsTCIssued IS NULL) AND sad.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (@UserId))) AND NOT EXISTS (SELECT 1 FROM StudentMarkMaster smm INNER JOIN StudentMarkDetails smd ON smm.ID = smd.HeaderID WHERE smm.ClassID = cm.ID AND smm.SectionID = secm.ID AND (smm.IsDeleted = 0 OR smm.IsDeleted IS NULL) AND smd.BranchID IN (@UserId)) ORDER BY cm.Name, secm.Name",result not entered for which classes yet?
377,13.1,FAIL,3,19.4,FAIL,FAIL_BOTH,,StudentMarkDetails.IsRepeating; UserAccountRoleDetails.Branch_Id,,StudentMarkDetails.ExamTypeID; StudentMarkDetails.Student_ID,"SELECT COUNT(DISTINCT smd.Student_ID) AS ReappearingStudents FROM StudentMarkDetails smd INNER JOIN ExamTypeMaster etm ON smd.ExamTypeID = etm.ID WHERE (smd.Others IS NULL OR smd.Others NOT IN ('AB', 'NA', 'NT', 'OP')) AND etm.Name LIKE '%Reape%' AND smd.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId)",how many reappear or supplementary cases this exam
376,31.2,FAIL,4,43.6,FAIL,FAIL_BOTH,,StudentAcademicDetail.AttendancePercent; StudentMarkDetails.IsDeleted; StudentMarkDetails.SubjectID; UserAccountRoleDetails.Branch_Id,,ExamConfigurationEvaluationDetails.EvalHierID; StudentMarkDetails.ExamTypeID; StudentMarkDetails.IsDeleted,"SELECT CASE WHEN smd.Marks >= eced.MinMark THEN 'Topper' ELSE 'Failure' END AS Category, CAST(COUNT(DISTINCT sad.StudentID) AS FLOAT) AS StudentCount FROM StudentAcademicDetail sad JOIN Student_Master sm ON sad.StudentID = sm.ID JOIN ClassMaster cm ON sad.ClassID = cm.ID JOIN SectionMaster secm ON sad.SectionID = secm.ID JOIN StudentMarkDetails smd ON smd.StudentID = sad.StudentID AND (smd.IsDeleted = 0 OR smd.IsDeleted IS NULL) JOIN ExamTypeMaster et ON smd.ExamTypeID = et.ID JOIN ExamConfigurationEvaluationDetails eced ON eced.EvalHierID = smd.EvalHierID WHERE (sad.IsTCIssued = 0 OR sad.IsTCIssued IS NULL) AND sad.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (@UserId)) AND et.BranchID IN (@UserId) GROUP BY CASE",average attendance of toppers vs failures any pattern?
375,21.4,FAIL,4,32.2,FAIL,FAIL_BOTH,,StudentMarkMaster.SubjectName,,StudentMarkMaster.SubjectName,"SELECT smd.StudentID, stm.AdmissionNo, ISNULL(stm.FirstName,'') + ' ' + ISNULL(stm.LastName,'') AS StudentName, cm.Name AS ClassName, secm.Name AS SectionName, smd.Marks FROM StudentMarkDetails smd INNER JOIN StudentMarkMaster smm ON smd.HeaderID = smm.ID INNER JOIN Student_Master stm ON smd.StudentID = stm.ID INNER JOIN ClassMaster cm ON smm.ClassID = cm.ID INNER JOIN SectionMaster secm ON smm.SectionID = secm.ID WHERE smd.Deleted = 0 AND (smd.Others IS NULL OR NOT smd.Others IN ('AB', 'NA', 'NT')) AND smm.SubjectName = 'Science' AND smd.Marks < 33 AND smd.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId) ORDER BY cm.Name, secm.Name",students scoring less than 33 in science
374,27.2,FAIL,5,30.4,FAIL,FAIL_BOTH,,UserAccountRoleDetails.Branch_Id,,StudentMarkDetails.Student_ID,"SELECT COUNT(DISTINCT sad.StudentID) AS TotalStudents, CAST(AVG(smd.Marks) AS DECIMAL(5,2)) AS AvgMarks, MAX(smd.Marks) AS HighestMarks, MIN(smd.Marks) AS LowestMarks FROM StudentMarkDetails smd JOIN StudentMarkMaster smm ON smd.HeaderID = smm.ID JOIN StudentAcademicDetail sad ON smd.Student_ID = sad.StudentID JOIN ClassMaster c ON sad.ClassID = c.ID WHERE smd.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId) AND smd.Deleted = 0 AND (smd.Others IS NULL OR NOT smd.Others IN ('NA', 'NT', 'OP')) AND smm.Deleted = 0 AND c.Name = 'Class 6'",class 6 result summary quick
371,20.6,FAIL,2,23.3,FAIL,FAIL_BOTH,,ProgressCardDataRetrieval.StaffName; UserAccountRoleDetails.Branch_Id,,ProgressCardDataRetrieval.StaffName,"SELECT TOP 1 pc.StaffName AS TeacherName, cm.Name AS ClassName, CAST(AVG(pc.Marks) AS DECIMAL(5,2)) AS AvgMarks FROM ProgressCardDataRetrieval pc JOIN ClassMaster cm ON pc.ClassID = cm.ID WHERE pc.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND IsDeleted = 0) AND pc.SubjectTypeID = 1 AND (pc.IsDeleted IS NULL OR pc.IsDeleted = 0) GROUP BY pc.StaffName, cm.Name ORDER BY AvgMarks DESC",which teacher's class scored best in her subject
365,25.0,PASS,0,,,PASS_FIRST,,,,,,how many absent in the last unit test
