audit_id,gen_s,finish_reason,verdict,unknown_tables,unknown_columns,issues,sql,question
553,16.6,stop,FAIL,LeaveTypeMaster,LeaveEntryMaster.Branch_Id; UserAccountRoleDetails.Branch_Id,[unknown_table] Table 'LeaveTypeMaster' does not exist in the schema. | [unknown_column] Column 'Branch_Id' does not exist on table 'LeaveEntryMaster' (referenced as 'lem.Branch_Id'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,SELECT COUNT(*) AS MedicalLeaveRequests FROM LeaveEntryMaster lem INNER JOIN Staff_Master sm ON lem.Staff_ID = sm.Staff_ID WHERE lem.LeaveType_ID IN (SELECT Id FROM LeaveTypeMaster WHERE Name = 'Medical') AND MONTH(lem.LeaveFromDate) = MONTH(GETDATE()) AND YEAR(lem.LeaveFromDate) = YEAR(GETDATE()) AND (lem.IsDeleted = 0 OR lem.IsDeleted IS NULL) AND sm.StaffStatus_ID = 1 AND lem.Branch_Id IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserId = @UserId),How many medical leave requests were submitted by students this month?
549,14.0,stop,FAIL,,UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT sa.Student_ID, sm.FirstName + ' ' + sm.LastName AS StudentName, COUNT(*) AS ConsecutiveAbsentDays FROM StudentAttendance sa JOIN Student_Master sm ON sa.Student_ID = sm.ID WHERE sa.Attendance_Status_ID = 2 AND sa.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) GROUP BY sa.Student_ID, sm.FirstName + ' ' + sm.LastName HAVING COUNT(*) > 3 ORDER BY ConsecutiveAbsentDays DESC",Can you list students who have been absent for more than 3 consecutive days?
546,21.4,stop,FAIL,,Student_Master.AdharNo; Student_Master.UDISENo,[unknown_column] Column 'AdharNo' does not exist on table 'Student_Master' (referenced as 'sm.AdharNo'). | [unknown_column] Column 'AdharNo' does not exist on table 'Student_Master' (referenced as 'sm.AdharNo'). | [unknown_column] Column 'UDISENo' does not exist on table 'Student_Master' (referenced as 'sm.UDISENo'). | [unknown_column] Column 'UDISENo' does not exist on table 'Student_Master' (referenced as 'sm.UDISENo').,"SELECT sm.AdmissionNo, sm.FirstName, sm.LastName, cm.Name AS ClassName, secm.Name AS SectionName FROM StudentAcademicDetail sad JOIN Student_Master sm ON sad.StudentID = sm.ID JOIN ClassMaster cm ON sad.ClassID = cm.ID JOIN SectionMaster secm ON sad.SectionID = secm.ID WHERE (sad.IsTCIssued = 0 OR sad.IsTCIssued IS NULL) AND sad.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (<scoping>)) AND (sm.AdharNo IS NULL OR sm.AdharNo = '' OR sm.UDISENo IS NULL OR sm.UDISENo = '')",Can you provide a list of students whose Aadhaar or UDISE+ details are missing or incomplete?
544,16.6,stop,FAIL,,StudentAcademicDetail.TCNo; TCRequest.Reason; TCRequest.SessionYearID; TCRequest.TC_No; UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'Reason' does not exist on table 'TCRequest' (referenced as 'tcr.Reason'). | [unknown_column] Column 'TCNo' does not exist on table 'StudentAcademicDetail' (referenced as 'sad.TCNo'). | [unknown_column] Column 'TC_No' does not exist on table 'TCRequest' (referenced as 'tcr.TC_No'). | [unknown_column] Column 'SessionYearID' does not exist on table 'TCRequest' (referenced as 'tcr.SessionYearID'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT COUNT(DISTINCT sad.StudentID) AS TransferredOutStudents, tcr.Reason FROM StudentAcademicDetail sad JOIN TCRequest tcr ON sad.TCNo = tcr.TC_No WHERE sad.IsTCIssued = 1 AND tcr.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND tcr.SessionYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId))","How many students transferred out mid-session, and what were the primary reasons recorded?"
543,14.5,stop,FAIL,,Student_Master.CommunicationPinCode,[unknown_column] Column 'CommunicationPinCode' does not exist on table 'Student_Master' (referenced as 'sm.CommunicationPinCode'). | [unknown_column] Column 'CommunicationPinCode' does not exist on table 'Student_Master' (referenced as 'sm.CommunicationPinCode').,"SELECT sm.CommunicationPinCode, COUNT(DISTINCT sad.StudentID) AS StudentCount FROM StudentAcademicDetail sad JOIN Student_Master sm ON sad.StudentID = sm.ID WHERE (sad.IsTCIssued = 0 OR sad.IsTCIssued IS NULL) AND sad.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (@UserId)) GROUP BY sm.CommunicationPinCode ORDER BY StudentCount DESC",What is the geographical distribution (pincode-wise) of our current student base?
541,15.9,stop,FAIL,,ClassMaster.MaxStrength,[unknown_column] Column 'MaxStrength' does not exist on table 'ClassMaster' (referenced as 'cm.MaxStrength').,"SELECT cm.Name AS ClassName, COUNT(DISTINCT sad.StudentID) AS StudentCount FROM StudentAcademicDetail sad JOIN ClassMaster cm ON sad.ClassID = cm.ID WHERE (sad.IsTCIssued = 0 OR sad.IsTCIssued IS NULL) AND sad.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (@UserId)) GROUP BY cm.Name HAVING COUNT(DISTINCT sad.StudentID) > cm.MaxStrength ORDER BY StudentCount DESC",Are there any classes where the student strength exceeds the CBSE/State Board prescribed limit?
539,12.8,stop,FAIL,,ApplicationEntry.AdmissionTypeName; UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'AdmissionTypeName' does not exist on table 'ApplicationEntry' (referenced as 'ae.AdmissionTypeName'). | [unknown_column] Column 'AdmissionTypeName' does not exist on table 'ApplicationEntry' (referenced as 'ae.AdmissionTypeName'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,SELECT COUNT(*) AS WaitingListCount FROM ApplicationEntry ae INNER JOIN ApplicationStatus_Master asm ON ae.ApplicationStatus_ID = asm.ID WHERE ae.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND (ae.IsDeleted = 0 OR ae.IsDeleted IS NULL) AND asm.Name = 'Waiting List' AND ae.AdmissionTypeName LIKE '%Nursery%' OR ae.AdmissionTypeName LIKE '%KG%',How many students are currently on the waiting list for Nursery and KG admissions?
538,16.8,stop,FAIL,ApplicationMode_Master,ApplicationEntry.Mode_ID; UserAccountRoleDetails.Branch_Id,[unknown_table] Table 'ApplicationMode_Master' does not exist in the schema. | [unknown_column] Column 'Mode_ID' does not exist on table 'ApplicationEntry' (referenced as 'ae.Mode_ID'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT emm.Name AS Source, COUNT(*) AS Admissions FROM ApplicationEntry ae INNER JOIN ApplicationMode_Master emm ON ae.Mode_ID = emm.ID WHERE ae.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND ae.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId)) AND ae.AdmissionNo IS NOT NULL GROUP BY emm.Name ORDER BY Admissions DESC","From which sources (website, referrals, walk-ins, social media ads) are we getting the most admissions?"
536,11.1,stop,FAIL,,StudentAcademicDetail.IsRTE; UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'IsRTE' does not exist on table 'StudentAcademicDetail' (referenced as 'sad.IsRTE'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,SELECT COUNT(DISTINCT sad.StudentID) AS rte_admissions FROM StudentAcademicDetail sad JOIN Branch_Academic_Details bad ON sad.AcademicYearID = bad.Id WHERE sad.IsRTE = 1 AND GETDATE() BETWEEN bad.Start_Date AND bad.End_Date AND bad.Branch_Id IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId),How many students were admitted under the RTE quota this academic year?
534,16.9,stop,FAIL,,ClassMaster.TotalSeats; UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'TotalSeats' does not exist on table 'ClassMaster' (referenced as 'cm.TotalSeats'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT TOP 1 cm.Name AS ClassName, (cm.TotalSeats - ISNULL((SELECT COUNT(*) FROM StudentAcademicDetail sad2 WHERE sad2.AcademicYearID = bad.Id AND sad2.ClassID = cm.ID), 0)) AS VacantSeats FROM ClassMaster cm JOIN Branch_Academic_Details bad ON cm.BranchID = bad.Branch_Id WHERE GETDATE() BETWEEN bad.Start_Date AND bad.End_Date AND cm.IsDeleted = 0 AND cm.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) ORDER BY VacantSeats DESC",Which class has the highest number of vacant seats for the upcoming academic session?
525,21.8,stop,FAIL,,FeesCollection_Details.PaidDate; UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'PaidDate' does not exist on table 'FeesCollection_Details' (referenced as 'fcd.PaidDate'). | [unknown_column] Column 'PaidDate' does not exist on table 'FeesCollection_Details' (referenced as 'fcd.PaidDate'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT AVG(DATEDIFF(DAY, fc.Bill_Date, fcd.PaidDate)) AS AvgDaysToPay FROM FeesCollection_Details fcd JOIN FeesCollection fc ON fcd.Fees_Collection_ID = fc.Id WHERE fcd.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND fcd.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId)) AND (fc.IsDeleted = 0 OR fc.IsDeleted IS NULL) AND fc.ChequeStatus_ID NOT IN (3, 4) AND fcd.PaidDate > fc.Bill_Date",What is the average time taken by parents to clear dues after the due date?
524,7.3,stop,FAIL,ConcessionAppEntry,UserAccountRoleDetails.Branch_Id,[unknown_table] Table 'ConcessionAppEntry' does not exist in the schema. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,SELECT COUNT(*) AS PendingRequests FROM ConcessionAppEntry c WHERE c.ApprovalStatus = 0 AND c.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND c.IsDeleted = 0,How many fee concession or scholarship requests are currently pending management approval?
520,19.2,stop,FAIL,RTE_Details; RTE_Master,UserAccountRoleDetails.Branch_Id,[unknown_table] Table 'RTE_Master' does not exist in the schema. | [unknown_table] Table 'RTE_Details' does not exist in the schema. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT SUM(rtd.Amount - ISNULL(rtd.Paid_Amt, 0)) AS PendingRTE FROM RTE_Master rtm INNER JOIN RTE_Details rtd ON rtm.ID = rtd.HeaderID WHERE rtm.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND rtm.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId)) AND (rtm.IsDeleted IS NULL OR rtm.IsDeleted = 0) AND rtd.Status_ID = 1",How much RTE (Right to Education) reimbursement is currently pending from the government?
514,14.6,stop,FAIL,,StudentAcademicDetail.IsBoardApplicable; UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'IsBoardApplicable' does not exist on table 'StudentAcademicDetail' (referenced as 'sad.IsBoardApplicable'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,SELECT COUNT(DISTINCT sad.StudentID) AS BoardExamStudents FROM StudentAcademicDetail sad JOIN Branch_Academic_Details bad ON sad.AcademicYearID = bad.Id WHERE sad.IsBoardApplicable = 1 AND GETDATE() BETWEEN bad.Start_Date AND bad.End_Date AND sad.IsActive = 1 AND (sad.IsTCIssued = 0 OR sad.IsTCIssued IS NULL) AND bad.Branch_Id IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserId = @UserId),how many students eligible for board exam registration
510,15.9,stop,FAIL,,Student_Master.CityName,[unknown_column] Column 'CityName' does not exist on table 'Student_Master' (referenced as 'sm.CityName'). | [unknown_column] Column 'CityName' does not exist on table 'Student_Master' (referenced as 'sm.CityName').,SELECT COUNT(DISTINCT sad.StudentID) AS NonCityHostelStudents FROM StudentAcademicDetail sad JOIN Student_Master sm ON sad.StudentID = sm.ID WHERE (sad.IsTCIssued = 0 OR sad.IsTCIssued IS NULL) AND sad.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (<scoping>)) AND (sm.CityName <> 'Mumbai' OR sm.CityName IS NULL) AND sad.HostelRequired = 1,how many students from outside city or hostel
508,24.5,stop,PASS,,,,"SELECT sm.ID, ISNULL(sm.FirstName, '') + ' ' + ISNULL(sm.MiddleName, '') + ' ' + ISNULL(sm.LastName, '') AS StudentName, sm.AdmissionNo, sad.ClassName, secm.Name AS SectionName FROM Student_Master sm JOIN StudentAcademicDetail sad ON sm.ID = sad.StudentID JOIN ClassMaster cm ON sad.ClassID = cm.ID JOIN SectionMaster secm ON sad.SectionID = secm.ID WHERE (sad.IsTCIssued = 0 OR sad.IsTCIssued IS NULL) AND sad.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (@UserId)) AND sm.BranchID IN (@UserId) AND (sm.FatherName IS NULL OR sm.FatherName = '') AND sm.MotherName IS NOT NULL",give me list of students with single parent
505,13.5,stop,PASS,,,,"SELECT cm.Name AS ClassName, COUNT(sad.StudentID) AS Enrolled FROM StudentAcademicDetail sad JOIN ClassMaster cm ON sad.ClassID = cm.ID WHERE (sad.IsTCIssued = 0 OR sad.IsTCIssued IS NULL) AND sad.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (@UserId)) GROUP BY cm.Name ORDER BY Enrolled DESC",which class is full and which has vacant seats
499,9.4,stop,FAIL,Stock_Master,UserAccountRoleDetails.Branch_Id,[unknown_table] Table 'Stock_Master' does not exist in the schema. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT TOP 10 sm.StockItemName, sm.ItemCode FROM Stock_Master sm WHERE sm.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND sm.LastStockInDate < DATEADD(MONTH, -3, GETDATE()) ORDER BY sm.LastStockInDate",stock that is not moving since long time
498,19.3,stop,FAIL,PurchaseOrderDetails; PurchaseOrderMaster; Vendor_Master,UserAccountRoleDetails.Branch_Id,[unknown_table] Table 'PurchaseOrderDetails' does not exist in the schema. | [unknown_table] Table 'PurchaseOrderMaster' does not exist in the schema. | [unknown_table] Table 'Vendor_Master' does not exist in the schema. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT TOP 1 v.Name AS VendorName, COUNT(*) AS PurchaseCount FROM PurchaseOrderDetails pod INNER JOIN PurchaseOrderMaster pom ON pod.HeaderID = pom.ID INNER JOIN Vendor_Master v ON pom.Vendor_ID = v.Id WHERE pom.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND (pom.IsDeleted = 0 OR pom.IsDeleted IS NULL) AND pom.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId)) GROUP BY v.Name ORDER BY PurchaseCount DESC",which vendor we buy most from
497,9.8,stop,FAIL,PurchaseOrderMaster; PurchaseStatus_Master,UserAccountRoleDetails.Branch_Id,[unknown_table] Table 'PurchaseOrderMaster' does not exist in the schema. | [unknown_table] Table 'PurchaseStatus_Master' does not exist in the schema. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,SELECT COUNT(*) AS PendingApproval FROM PurchaseOrderMaster pom WHERE (pom.IsDeleted = 0 OR pom.IsDeleted IS NULL) AND pom.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND pom.PurchaseStatus_ID NOT IN (SELECT Id FROM PurchaseStatus_Master WHERE Name = 'Completed'),items pending for purchase approval
496,11.3,stop,FAIL,PurchaseReceipt,,[unknown_table] Table 'PurchaseReceipt' does not exist in the schema.,"SELECT SUM(Receipt_Amt) AS TotalPurchase, COUNT(*) AS Receipts FROM PurchaseReceipt WHERE BranchID IN (SELECT Branch_Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (@UserId)) AND MONTH(Bill_Date) = MONTH(GETDATE()) AND YEAR(Bill_Date) = YEAR(GETDATE()) AND IsDeleted = 0",what all we purchased this month for school
495,10.1,stop,FAIL,FurnitureMaster,UserAccountRoleDetails.Branch_Id,[unknown_table] Table 'FurnitureMaster' does not exist in the schema. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT cm.Name AS ClassName, COUNT(*) AS FurnitureCount FROM FurnitureMaster fm INNER JOIN ClassMaster cm ON fm.Class_ID = cm.ID WHERE (fm.IsDeleted IS NULL OR fm.IsDeleted = 0) AND fm.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) GROUP BY cm.Name ORDER BY cm.Name",furniture count classroom wise
493,10.8,stop,FAIL,BookIssueMaster; Books_Master,UserAccountRoleDetails.Branch_Id,[unknown_table] Table 'BookIssueMaster' does not exist in the schema. | [unknown_table] Table 'Books_Master' does not exist in the schema. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT b.Title, b.AuthorName FROM BookIssueMaster bim INNER JOIN Books_Master b ON bim.Book_ID = b.Id WHERE bim.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND (bim.IsDeleted IS NULL OR bim.IsDeleted = 0) AND bim.ReturnDate IS NULL ORDER BY b.Title",books issued but not returned list
492,11.5,stop,FAIL,ComputerMaster,UserAccountRoleDetails.Branch_Id,[unknown_table] Table 'ComputerMaster' does not exist in the schema. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT SUM(CASE WHEN cm.Working = 1 THEN 1 ELSE 0 END) AS Working, SUM(CASE WHEN cm.Working = 0 THEN 1 ELSE 0 END) AS NotWorking FROM ComputerMaster cm WHERE cm.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId AND IsDeleted = 0) AND cm.IsDeleted = 0",how many computers working vs not working
491,25.8,stop,FAIL,SportsEventEntryDetail; SportsEventEntryMaster; SportsEventMaster,UserAccountRoleDetails.Branch_Id,[unknown_table] Table 'SportsEventEntryDetail' does not exist in the schema. | [unknown_table] Table 'SportsEventEntryMaster' does not exist in the schema. | [unknown_table] Table 'SportsEventMaster' does not exist in the schema. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT smm.Name AS EquipmentType, COUNT(*) AS TotalCount FROM SportsEventEntryDetail seet INNER JOIN SportsEventEntryMaster see ON seet.HeaderID = see.ID INNER JOIN SportsEventMaster se ON see.Event_ID = se.ID LEFT JOIN Student_Master sm ON seet.Student_ID = sm.ID LEFT JOIN StudentAcademicDetail sad ON sm.ID = sad.StudentID AND see.AcademicYearID = sad.AcademicYearID WHERE se.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND see.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId)) AND se.IsDeleted = 0 AND see.IsCancelled = 0 AND smm.Name IS NOT NULL GROUP BY smm.Name ORDER BY TotalCount DESC",sports equipment inventory show me
490,10.6,stop,FAIL,,InventoryItem_Master.IsDamaged; InventoryItem_Master.IsExpired; UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'IsExpired' does not exist on table 'InventoryItem_Master' (referenced as 'iim.IsExpired'). | [unknown_column] Column 'IsDamaged' does not exist on table 'InventoryItem_Master' (referenced as 'iim.IsDamaged'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT iim.ItemName, iim.ItemCode FROM InventoryItem_Master iim WHERE (iim.IsExpired = 1 OR iim.IsDamaged = 1) AND iim.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND (iim.IsDeleted IS NULL OR iim.IsDeleted = 0)",which items expired or damaged in store
487,11.5,stop,FAIL,UniformIssueMaster,,[unknown_table] Table 'UniformIssueMaster' does not exist in the schema.,SELECT COUNT(*) AS TotalUniformsSold FROM UniformIssueMaster uim WHERE YEAR(uim.IssuedDate) = YEAR(GETDATE()) AND uim.BranchID IN (SELECT Branch_Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (<scoping>)) AND (uim.IsDeleted = 0 OR uim.IsDeleted IS NULL),how many uniforms sold this year
485,9.1,stop,FAIL,,InventoryItem_Master.ASC; UserAccountRoleDetails.Branch_Id,"[unknown_column] Column 'ASC' does not exist on table 'InventoryItem_Master' (unqualified reference, single-table query). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.","SELECT iim.ItemName, iim.ItemCode, iim.StockInHand FROM InventoryItem_Master iim WHERE iim.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND iim.IsDeleted = 0 ORDER BY iim.StockInHand ASC",which items are low in stock need to order
484,6.4,stop,FAIL,LibraryBookMaster,,[unknown_table] Table 'LibraryBookMaster' does not exist in the schema.,SELECT COUNT(*) AS BooksInStock FROM LibraryBookMaster WHERE BranchID IN (SELECT Branch_Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date) AND IsDeleted = 0,how many books left in stock in library
483,16.9,stop,FAIL,BusMaster,UserAccountRoleDetails.Branch_Id,[unknown_table] Table 'BusMaster' does not exist in the schema. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT bm.Vehicle_Number, bm.Insurance_Expiry_Date, CASE WHEN bm.IsInsuranceRenewed = 1 THEN 'Yes' ELSE 'No' END AS InsuranceRenewed, bm.PUC_Date, CASE WHEN bm.IsPUCCompleted = 1 THEN 'Yes' ELSE 'No' END AS PUCCompleted FROM BusMaster bm WHERE (bm.IsDeleted IS NULL OR bm.IsDeleted = 0) AND bm.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) ORDER BY bm.Insurance_Expiry_Date, bm.PUC_Date",vehicle documents insurance puc expiry status all buses
481,9.8,stop,FAIL,DriverFeedback,UserAccountRoleDetails.Branch_Id,[unknown_table] Table 'DriverFeedback' does not exist in the schema. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT TOP 1 dm.Name AS DriverName, COUNT(*) AS Complaints FROM DriverMaster dm INNER JOIN DriverFeedback df ON dm.Id = df.DriverID WHERE df.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND df.FeedbackText IS NOT NULL GROUP BY dm.Name ORDER BY COUNT(*) DESC",which driver has most complaints
478,11.4,stop,PASS,,,,SELECT COUNT(DISTINCT sad.StudentID) AS TransportPending FROM StudentAcademicDetail sad WHERE sad.TransportRequired = 1 AND (sad.IsTCIssued = 0 OR sad.IsTCIssued IS NULL) AND sad.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (<scoping>)),students waiting for transport allocation
477,9.1,stop,FAIL,BusMaster,UserAccountRoleDetails.Branch_Id,[unknown_table] Table 'BusMaster' does not exist in the schema. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT bm.RegistrationNo, bm.Make, bm.Model FROM BusMaster bm WHERE (bm.IsDueForService = 1 OR bm.IsFitnessExpiry = 1) AND bm.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND bm.IsDeleted = 0",any bus due for servicing or fitness expiry
474,11.9,stop,FAIL,,FeesCollection_Details.Bill_Date,[unknown_column] Column 'Bill_Date' does not exist on table 'FeesCollection_Details' (referenced as 'fcd.Bill_Date'). | [unknown_column] Column 'Bill_Date' does not exist on table 'FeesCollection_Details' (referenced as 'fcd.Bill_Date').,"SELECT SUM(fcd.Paid_Amt) AS FuelExpense FROM FeesCollection_Details fcd WHERE fcd.Fees_Head_ID IN (SELECT ID FROM Fees_Master WHERE Name = 'Fuel') AND DATEPART(MONTH, fcd.Bill_Date) = DATEPART(MONTH, GETDATE()) AND DATEPART(YEAR, fcd.Bill_Date) = DATEPART(YEAR, GETDATE())",fuel expense this month for transport
